name,emotion,number
bonnie,neutral,960
bonnie,neutral,961
bonnie,neutral,962
bonnie,neutral,963
bonnie,neutral,964
bonnie,neutral,965
bonnie,neutral,966
bonnie,neutral,967
bonnie,neutral,968
bonnie,neutral,969
bonnie,neutral,97
bonnie,neutral,970
bonnie,neutral,971
bonnie,neutral,972
bonnie,neutral,973
bonnie,neutral,974
bonnie,neutral,975
bonnie,neutral,976
bonnie,neutral,977
bonnie,neutral,978
bonnie,neutral,979
bonnie,neutral,98
bonnie,neutral,980
bonnie,neutral,981
bonnie,neutral,982
bonnie,neutral,983
bonnie,neutral,984
bonnie,neutral,985
bonnie,neutral,986
bonnie,neutral,987
bonnie,neutral,988
bonnie,neutral,989
bonnie,neutral,99
bonnie,neutral,990
bonnie,neutral,991
bonnie,neutral,992
bonnie,neutral,993
bonnie,neutral,994
bonnie,neutral,995
bonnie,neutral,996
bonnie,neutral,997
bonnie,neutral,998
bonnie,neutral,999
bonnie,sadness,1
bonnie,sadness,10
bonnie,sadness,100
bonnie,sadness,1000
bonnie,sadness,1001
bonnie,sadness,1002
bonnie,sadness,1003
bonnie,sadness,1004
bonnie,sadness,1005
bonnie,sadness,1006
bonnie,sadness,1007
bonnie,sadness,1008
bonnie,sadness,1009
bonnie,sadness,101
bonnie,sadness,1010
bonnie,sadness,1011
bonnie,sadness,1012
bonnie,sadness,1013
bonnie,sadness,1014
bonnie,sadness,1015
bonnie,sadness,1016
bonnie,sadness,1017
bonnie,sadness,1018
bonnie,sadness,1019
bonnie,sadness,102
bonnie,sadness,1020
bonnie,sadness,1021
bonnie,sadness,1022
bonnie,sadness,1023
bonnie,sadness,1024
bonnie,sadness,1025
bonnie,sadness,1026
bonnie,sadness,1027
bonnie,sadness,1028
bonnie,sadness,1029
bonnie,sadness,103
bonnie,sadness,1030
bonnie,sadness,1031
bonnie,sadness,1032
bonnie,sadness,1033
bonnie,sadness,1034
bonnie,sadness,1035
bonnie,sadness,1036
bonnie,sadness,1037
bonnie,sadness,1038
bonnie,sadness,1039
bonnie,sadness,104
bonnie,sadness,1040
bonnie,sadness,1041
bonnie,sadness,1042
bonnie,sadness,1043
bonnie,sadness,1044
bonnie,sadness,1045
bonnie,sadness,1046
bonnie,sadness,1047
bonnie,sadness,1048
bonnie,sadness,1049
bonnie,sadness,105
bonnie,sadness,1050
bonnie,sadness,1051
bonnie,sadness,1052
bonnie,sadness,1053
bonnie,sadness,1054
bonnie,sadness,1055
bonnie,sadness,1056
bonnie,sadness,1057
bonnie,sadness,1058
bonnie,sadness,1059
bonnie,sadness,106
bonnie,sadness,1060
bonnie,sadness,1061
bonnie,sadness,1062
bonnie,sadness,1063
bonnie,sadness,1064
bonnie,sadness,1065
bonnie,sadness,1066
bonnie,sadness,1067
bonnie,sadness,1068
bonnie,sadness,1069
bonnie,sadness,107
bonnie,sadness,1070
bonnie,sadness,1071
bonnie,sadness,1072
bonnie,sadness,1073
bonnie,sadness,1074
bonnie,sadness,1075
bonnie,sadness,1076
bonnie,sadness,1077
bonnie,sadness,1078
bonnie,sadness,1079
bonnie,sadness,108
bonnie,sadness,1080
bonnie,sadness,1081
bonnie,sadness,1082
bonnie,sadness,1083
bonnie,sadness,1084
bonnie,sadness,1085
bonnie,sadness,1086
bonnie,sadness,1087
bonnie,sadness,1088
bonnie,sadness,1089
bonnie,sadness,109
bonnie,sadness,1090
bonnie,sadness,1091
bonnie,sadness,1092
bonnie,sadness,1093
bonnie,sadness,1094
bonnie,sadness,1095
bonnie,sadness,1096
bonnie,sadness,1097
bonnie,sadness,1098
bonnie,sadness,1099
bonnie,sadness,11
bonnie,sadness,110
bonnie,sadness,1100
bonnie,sadness,1101
bonnie,sadness,1102
bonnie,sadness,1103
bonnie,sadness,1104
bonnie,sadness,1105
bonnie,sadness,1106
bonnie,sadness,1107
bonnie,sadness,1108
bonnie,sadness,1109
bonnie,sadness,111
bonnie,sadness,1110
bonnie,sadness,1111
bonnie,sadness,1112
bonnie,sadness,1113
bonnie,sadness,1114
bonnie,sadness,1115
bonnie,sadness,1116
bonnie,sadness,1117
bonnie,sadness,1118
bonnie,sadness,1119
bonnie,sadness,112
bonnie,sadness,1120
bonnie,sadness,1121
bonnie,sadness,1122
bonnie,sadness,1123
bonnie,sadness,1124
bonnie,sadness,1125
bonnie,sadness,1126
bonnie,sadness,1127
bonnie,sadness,1128
bonnie,sadness,1129
bonnie,sadness,113
bonnie,sadness,1130
bonnie,sadness,1131
bonnie,sadness,1132
bonnie,sadness,1133
bonnie,sadness,1134
bonnie,sadness,1135
bonnie,sadness,1136
bonnie,sadness,1137
bonnie,sadness,1138
bonnie,sadness,1139
bonnie,sadness,114
bonnie,sadness,1140
bonnie,sadness,1141
bonnie,sadness,1142
bonnie,sadness,1143
bonnie,sadness,1144
bonnie,sadness,1145
bonnie,sadness,1146
bonnie,sadness,1147
bonnie,sadness,1148
bonnie,sadness,1149
bonnie,sadness,115
bonnie,sadness,1150
bonnie,sadness,1151
bonnie,sadness,1152
bonnie,sadness,1153
bonnie,sadness,1154
bonnie,sadness,1155
bonnie,sadness,1156
bonnie,sadness,1157
bonnie,sadness,1158
bonnie,sadness,1159
bonnie,sadness,116
bonnie,sadness,1160
bonnie,sadness,1161
bonnie,sadness,1162
bonnie,sadness,1163
bonnie,sadness,1164
bonnie,sadness,1165
bonnie,sadness,1166
bonnie,sadness,1167
bonnie,sadness,1168
bonnie,sadness,1169
bonnie,sadness,117
bonnie,sadness,1170
bonnie,sadness,1171
bonnie,sadness,1172
bonnie,sadness,1173
bonnie,sadness,1174
bonnie,sadness,1175
bonnie,sadness,1176
bonnie,sadness,1177
bonnie,sadness,1178
bonnie,sadness,1179
bonnie,sadness,118
bonnie,sadness,1180
bonnie,sadness,1181
bonnie,sadness,1182
bonnie,sadness,1183
bonnie,sadness,1184
bonnie,sadness,1185
bonnie,sadness,1186
bonnie,sadness,1187
bonnie,sadness,1188
bonnie,sadness,1189
bonnie,sadness,119
bonnie,sadness,1190
bonnie,sadness,1191
bonnie,sadness,1192
bonnie,sadness,1193
bonnie,sadness,1194
bonnie,sadness,1195
bonnie,sadness,1196
bonnie,sadness,1197
bonnie,sadness,1198
bonnie,sadness,1199
bonnie,sadness,12
bonnie,sadness,120
bonnie,sadness,1200
bonnie,sadness,1201
bonnie,sadness,1202
bonnie,sadness,1203
bonnie,sadness,1204
bonnie,sadness,1205
bonnie,sadness,1206
bonnie,sadness,1207
bonnie,sadness,1208
bonnie,sadness,1209
bonnie,sadness,121
bonnie,sadness,1210
bonnie,sadness,1211
bonnie,sadness,1212
bonnie,sadness,1213
bonnie,sadness,1214
bonnie,sadness,1215
bonnie,sadness,1216
bonnie,sadness,1217
bonnie,sadness,1218
bonnie,sadness,1219
bonnie,sadness,122
bonnie,sadness,1220
bonnie,sadness,1221
bonnie,sadness,1222
bonnie,sadness,1223
bonnie,sadness,1224
bonnie,sadness,1225
bonnie,sadness,1226
bonnie,sadness,1227
bonnie,sadness,1228
bonnie,sadness,1229
bonnie,sadness,123
bonnie,sadness,1230
bonnie,sadness,1231
bonnie,sadness,1232
bonnie,sadness,1233
bonnie,sadness,1234
bonnie,sadness,1235
bonnie,sadness,1236
bonnie,sadness,1237
bonnie,sadness,1238
bonnie,sadness,1239
bonnie,sadness,124
bonnie,sadness,1240
bonnie,sadness,1241
bonnie,sadness,1242
bonnie,sadness,1243
bonnie,sadness,1244
bonnie,sadness,1245
bonnie,sadness,1246
bonnie,sadness,1247
bonnie,sadness,1248
bonnie,sadness,1249
bonnie,sadness,125
bonnie,sadness,1250
bonnie,sadness,1251
bonnie,sadness,1252
bonnie,sadness,1253
bonnie,sadness,1254
bonnie,sadness,1255
bonnie,sadness,1256
bonnie,sadness,1257
bonnie,sadness,1258
bonnie,sadness,1259
bonnie,sadness,126
bonnie,sadness,1260
bonnie,sadness,1261
bonnie,sadness,1262
bonnie,sadness,1263
bonnie,sadness,1264
bonnie,sadness,1265
bonnie,sadness,1266
bonnie,sadness,1267
bonnie,sadness,1268
bonnie,sadness,1269
bonnie,sadness,127
bonnie,sadness,1270
bonnie,sadness,1271
bonnie,sadness,1272
bonnie,sadness,1273
bonnie,sadness,1274
bonnie,sadness,1275
bonnie,sadness,1276
bonnie,sadness,1277
bonnie,sadness,1278
bonnie,sadness,1279
bonnie,sadness,128
bonnie,sadness,1280
bonnie,sadness,1281
bonnie,sadness,1282
bonnie,sadness,1283
bonnie,sadness,1284
bonnie,sadness,1285
bonnie,sadness,1286
bonnie,sadness,1287
bonnie,sadness,1288
bonnie,sadness,1289
bonnie,sadness,129
bonnie,sadness,1290
bonnie,sadness,1291
bonnie,sadness,1292
bonnie,sadness,1293
bonnie,sadness,1294
bonnie,sadness,1295
bonnie,sadness,1296
bonnie,sadness,1297
bonnie,sadness,1298
bonnie,sadness,1299
bonnie,sadness,13
bonnie,sadness,130
bonnie,sadness,1300
bonnie,sadness,1301
bonnie,sadness,1302
bonnie,sadness,1303
bonnie,sadness,1304
bonnie,sadness,1305
bonnie,sadness,1306
bonnie,sadness,1307
bonnie,sadness,1308
bonnie,sadness,1309
bonnie,sadness,131
bonnie,sadness,1310
bonnie,sadness,1311
bonnie,sadness,1312
bonnie,sadness,1313
bonnie,sadness,1314
bonnie,sadness,1315
bonnie,sadness,1316
bonnie,sadness,1317
bonnie,sadness,1318
bonnie,sadness,1319
bonnie,sadness,132
bonnie,sadness,1320
bonnie,sadness,1321
bonnie,sadness,1322
bonnie,sadness,1323
bonnie,sadness,1324
bonnie,sadness,1325
bonnie,sadness,1326
bonnie,sadness,1327
bonnie,sadness,1328
bonnie,sadness,1329
bonnie,sadness,133
bonnie,sadness,1330
bonnie,sadness,1331
bonnie,sadness,1332
bonnie,sadness,1333
bonnie,sadness,1334
bonnie,sadness,1335
bonnie,sadness,1336
bonnie,sadness,1337
bonnie,sadness,1338
bonnie,sadness,1339
bonnie,sadness,134
bonnie,sadness,1340
bonnie,sadness,1341
bonnie,sadness,1342
bonnie,sadness,1343
bonnie,sadness,1344
bonnie,sadness,1345
bonnie,sadness,1346
bonnie,sadness,1347
bonnie,sadness,1348
bonnie,sadness,1349
bonnie,sadness,135
bonnie,sadness,1350
bonnie,sadness,1351
bonnie,sadness,1352
bonnie,sadness,1353
bonnie,sadness,1354
bonnie,sadness,1355
bonnie,sadness,1356
bonnie,sadness,1357
bonnie,sadness,1358
bonnie,sadness,1359
bonnie,sadness,136
bonnie,sadness,1360
bonnie,sadness,1361
bonnie,sadness,1362
bonnie,sadness,1363
bonnie,sadness,1364
bonnie,sadness,1365
bonnie,sadness,1366
bonnie,sadness,1367
bonnie,sadness,1368
bonnie,sadness,1369
bonnie,sadness,137
bonnie,sadness,1370
bonnie,sadness,1371
bonnie,sadness,1372
bonnie,sadness,1373
bonnie,sadness,1374
bonnie,sadness,1375
bonnie,sadness,1376
bonnie,sadness,1377
bonnie,sadness,1378
bonnie,sadness,1379
bonnie,sadness,138
bonnie,sadness,1380
bonnie,sadness,1381
bonnie,sadness,1382
bonnie,sadness,1383
bonnie,sadness,1384
bonnie,sadness,1385
bonnie,sadness,1386
bonnie,sadness,1387
bonnie,sadness,1388
bonnie,sadness,1389
bonnie,sadness,139
bonnie,sadness,1390
bonnie,sadness,1391
bonnie,sadness,1392
bonnie,sadness,1393
bonnie,sadness,1394
bonnie,sadness,1395
bonnie,sadness,1396
bonnie,sadness,1397
bonnie,sadness,1398
bonnie,sadness,1399
bonnie,sadness,14
bonnie,sadness,140
bonnie,sadness,1400
bonnie,sadness,1401
bonnie,sadness,1402
bonnie,sadness,1403
bonnie,sadness,1404
bonnie,sadness,1405
bonnie,sadness,1406
bonnie,sadness,1407
bonnie,sadness,1408
bonnie,sadness,1409
bonnie,sadness,141
bonnie,sadness,1410
bonnie,sadness,1411
bonnie,sadness,1412
bonnie,sadness,1413
bonnie,sadness,1414
bonnie,sadness,1415
bonnie,sadness,1416
bonnie,sadness,1417
bonnie,sadness,1418
bonnie,sadness,1419
bonnie,sadness,142
bonnie,sadness,1420
bonnie,sadness,1421
bonnie,sadness,1422
bonnie,sadness,1423
bonnie,sadness,1424
bonnie,sadness,1425
bonnie,sadness,1426
bonnie,sadness,1427
bonnie,sadness,1428
bonnie,sadness,1429
bonnie,sadness,143
bonnie,sadness,1430
bonnie,sadness,1431
bonnie,sadness,1432
bonnie,sadness,1433
bonnie,sadness,1434
bonnie,sadness,1435
bonnie,sadness,1436
bonnie,sadness,1437
bonnie,sadness,1438
bonnie,sadness,1439
bonnie,sadness,144
bonnie,sadness,1440
bonnie,sadness,1441
bonnie,sadness,1442
bonnie,sadness,1443
bonnie,sadness,1444
bonnie,sadness,1445
bonnie,sadness,1446
bonnie,sadness,1447
bonnie,sadness,1448
bonnie,sadness,1449
bonnie,sadness,145
bonnie,sadness,1450
bonnie,sadness,1451
bonnie,sadness,1452
bonnie,sadness,1453
bonnie,sadness,1454
bonnie,sadness,1455
bonnie,sadness,1456
bonnie,sadness,1457
bonnie,sadness,1458
bonnie,sadness,1459
bonnie,sadness,146
bonnie,sadness,1460
bonnie,sadness,1461
bonnie,sadness,1462
bonnie,sadness,1463
bonnie,sadness,1464
bonnie,sadness,1465
bonnie,sadness,1466
bonnie,sadness,1467
bonnie,sadness,1468
bonnie,sadness,1469
bonnie,sadness,147
bonnie,sadness,1470
bonnie,sadness,1471
bonnie,sadness,1472
bonnie,sadness,1473
bonnie,sadness,1474
bonnie,sadness,1475
bonnie,sadness,1476
bonnie,sadness,1477
bonnie,sadness,1478
bonnie,sadness,1479
bonnie,sadness,148
bonnie,sadness,1480
bonnie,sadness,1481
bonnie,sadness,1482
bonnie,sadness,1483
bonnie,sadness,1484
bonnie,sadness,1485
bonnie,sadness,1486
bonnie,sadness,1487
bonnie,sadness,1488
bonnie,sadness,1489
bonnie,sadness,149
bonnie,sadness,1490
bonnie,sadness,1491
bonnie,sadness,1492
bonnie,sadness,1493
bonnie,sadness,1494
bonnie,sadness,1495
bonnie,sadness,1496
bonnie,sadness,1497
bonnie,sadness,1498
bonnie,sadness,1499
bonnie,sadness,15
bonnie,sadness,150
bonnie,sadness,1500
bonnie,sadness,1501
bonnie,sadness,1502
bonnie,sadness,1503
bonnie,sadness,1504
bonnie,sadness,1505
bonnie,sadness,1506
bonnie,sadness,151
bonnie,sadness,152
bonnie,sadness,153
bonnie,sadness,154
bonnie,sadness,155
bonnie,sadness,156
bonnie,sadness,157
bonnie,sadness,158
bonnie,sadness,159
bonnie,sadness,16
bonnie,sadness,160
bonnie,sadness,161
bonnie,sadness,162
bonnie,sadness,163
bonnie,sadness,164
bonnie,sadness,165
bonnie,sadness,166
bonnie,sadness,167
bonnie,sadness,168
bonnie,sadness,169
bonnie,sadness,17
bonnie,sadness,170
bonnie,sadness,171
bonnie,sadness,172
bonnie,sadness,173
bonnie,sadness,174
bonnie,sadness,175
bonnie,sadness,176
bonnie,sadness,177
bonnie,sadness,178
bonnie,sadness,179
bonnie,sadness,18
bonnie,sadness,180
bonnie,sadness,181
bonnie,sadness,182
bonnie,sadness,183
bonnie,sadness,184
bonnie,sadness,185
bonnie,sadness,186
bonnie,sadness,187
bonnie,sadness,188
bonnie,sadness,189
bonnie,sadness,19
bonnie,sadness,190
bonnie,sadness,191
bonnie,sadness,192
bonnie,sadness,193
bonnie,sadness,194
bonnie,sadness,195
bonnie,sadness,196
bonnie,sadness,197
bonnie,sadness,198
bonnie,sadness,199
bonnie,sadness,2
bonnie,sadness,20
bonnie,sadness,200
bonnie,sadness,201
bonnie,sadness,202
bonnie,sadness,203
bonnie,sadness,204
bonnie,sadness,205
bonnie,sadness,206
bonnie,sadness,207
bonnie,sadness,208
bonnie,sadness,209
bonnie,sadness,21
bonnie,sadness,210
bonnie,sadness,211
bonnie,sadness,212
bonnie,sadness,213
bonnie,sadness,214
bonnie,sadness,215
bonnie,sadness,216
bonnie,sadness,217
bonnie,sadness,218
bonnie,sadness,219
bonnie,sadness,22
bonnie,sadness,220
bonnie,sadness,221
bonnie,sadness,222
bonnie,sadness,223
bonnie,sadness,224
bonnie,sadness,225
bonnie,sadness,226
bonnie,sadness,227
bonnie,sadness,228
bonnie,sadness,229
bonnie,sadness,23
bonnie,sadness,230
bonnie,sadness,231
bonnie,sadness,232
bonnie,sadness,233
bonnie,sadness,234
bonnie,sadness,235
bonnie,sadness,236
bonnie,sadness,237
bonnie,sadness,238
bonnie,sadness,239
bonnie,sadness,24
bonnie,sadness,240
bonnie,sadness,241
bonnie,sadness,242
bonnie,sadness,243
bonnie,sadness,244
bonnie,sadness,245
bonnie,sadness,246
bonnie,sadness,247
bonnie,sadness,248
bonnie,sadness,249
bonnie,sadness,25
bonnie,sadness,250
bonnie,sadness,251
bonnie,sadness,252
bonnie,sadness,253
bonnie,sadness,254
bonnie,sadness,255
bonnie,sadness,256
bonnie,sadness,257
bonnie,sadness,258
bonnie,sadness,259
bonnie,sadness,26
bonnie,sadness,260
bonnie,sadness,261
bonnie,sadness,262
bonnie,sadness,263
bonnie,sadness,264
bonnie,sadness,265
bonnie,sadness,266
bonnie,sadness,267
bonnie,sadness,268
bonnie,sadness,269
bonnie,sadness,27
bonnie,sadness,270
bonnie,sadness,271
bonnie,sadness,272
bonnie,sadness,273
bonnie,sadness,274
bonnie,sadness,275
bonnie,sadness,276
bonnie,sadness,277
bonnie,sadness,278
bonnie,sadness,279
bonnie,sadness,28
bonnie,sadness,280
bonnie,sadness,281
bonnie,sadness,282
bonnie,sadness,283
bonnie,sadness,284
bonnie,sadness,285
bonnie,sadness,286
bonnie,sadness,287
bonnie,sadness,288
bonnie,sadness,289
bonnie,sadness,29
bonnie,sadness,290
bonnie,sadness,291
bonnie,sadness,292
bonnie,sadness,293
bonnie,sadness,294
bonnie,sadness,295
bonnie,sadness,296
bonnie,sadness,297
bonnie,sadness,298
bonnie,sadness,299
bonnie,sadness,3
bonnie,sadness,30
bonnie,sadness,300
bonnie,sadness,301
bonnie,sadness,302
bonnie,sadness,303
bonnie,sadness,304
bonnie,sadness,305
bonnie,sadness,306
bonnie,sadness,307
bonnie,sadness,308
bonnie,sadness,309
bonnie,sadness,31
bonnie,sadness,310
bonnie,sadness,311
bonnie,sadness,312
bonnie,sadness,313
bonnie,sadness,314
bonnie,sadness,315
bonnie,sadness,316
bonnie,sadness,317
bonnie,sadness,318
bonnie,sadness,319
bonnie,sadness,32
bonnie,sadness,320
bonnie,sadness,321
bonnie,sadness,322
bonnie,sadness,323
bonnie,sadness,324
bonnie,sadness,325
bonnie,sadness,326
bonnie,sadness,327
bonnie,sadness,328
bonnie,sadness,329
bonnie,sadness,33
bonnie,sadness,330
bonnie,sadness,331
bonnie,sadness,332
bonnie,sadness,333
bonnie,sadness,334
bonnie,sadness,335
bonnie,sadness,336
bonnie,sadness,337
bonnie,sadness,338
bonnie,sadness,339
bonnie,sadness,34
bonnie,sadness,340
bonnie,sadness,341
bonnie,sadness,342
bonnie,sadness,343
bonnie,sadness,344
bonnie,sadness,345
bonnie,sadness,346
bonnie,sadness,347
bonnie,sadness,348
bonnie,sadness,349
bonnie,sadness,35
bonnie,sadness,350
bonnie,sadness,351
bonnie,sadness,352
bonnie,sadness,353
bonnie,sadness,354
bonnie,sadness,355
bonnie,sadness,356
bonnie,sadness,357
bonnie,sadness,358
bonnie,sadness,359
bonnie,sadness,36
bonnie,sadness,360
bonnie,sadness,361
bonnie,sadness,362
bonnie,sadness,363
bonnie,sadness,364
bonnie,sadness,365
bonnie,sadness,366
bonnie,sadness,367
bonnie,sadness,368
bonnie,sadness,369
bonnie,sadness,37
bonnie,sadness,370
bonnie,sadness,371
bonnie,sadness,372
bonnie,sadness,373
bonnie,sadness,374
bonnie,sadness,375
bonnie,sadness,376
bonnie,sadness,377
bonnie,sadness,378
bonnie,sadness,379
bonnie,sadness,38
bonnie,sadness,380
bonnie,sadness,381
bonnie,sadness,382
bonnie,sadness,383
bonnie,sadness,384
bonnie,sadness,385
bonnie,sadness,386
bonnie,sadness,387
bonnie,sadness,388
bonnie,sadness,389
bonnie,sadness,39
bonnie,sadness,390
bonnie,sadness,391
bonnie,sadness,392
bonnie,sadness,393
bonnie,sadness,394
bonnie,sadness,395
bonnie,sadness,396
bonnie,sadness,397
bonnie,sadness,398
bonnie,sadness,399
bonnie,sadness,4
bonnie,sadness,40
bonnie,sadness,400
bonnie,sadness,401
bonnie,sadness,402
bonnie,sadness,403
bonnie,sadness,404
bonnie,sadness,405
bonnie,sadness,406
bonnie,sadness,407
bonnie,sadness,408
bonnie,sadness,409
bonnie,sadness,41
bonnie,sadness,410
bonnie,sadness,411
bonnie,sadness,412
bonnie,sadness,413
bonnie,sadness,414
bonnie,sadness,415
bonnie,sadness,416
bonnie,sadness,417
bonnie,sadness,418
bonnie,sadness,419
bonnie,sadness,42
bonnie,sadness,420
bonnie,sadness,421
bonnie,sadness,422
bonnie,sadness,423
bonnie,sadness,424
bonnie,sadness,425
bonnie,sadness,426
bonnie,sadness,427
bonnie,sadness,428
bonnie,sadness,429
bonnie,sadness,43
bonnie,sadness,430
bonnie,sadness,431
bonnie,sadness,432
bonnie,sadness,433
bonnie,sadness,434
bonnie,sadness,435
bonnie,sadness,436
bonnie,sadness,437
bonnie,sadness,438
bonnie,sadness,439
bonnie,sadness,44
bonnie,sadness,440
bonnie,sadness,441
bonnie,sadness,442
bonnie,sadness,443
bonnie,sadness,444
bonnie,sadness,445
bonnie,sadness,446
bonnie,sadness,447
bonnie,sadness,448
bonnie,sadness,449
bonnie,sadness,45
bonnie,sadness,450
bonnie,sadness,451
bonnie,sadness,452
bonnie,sadness,453
bonnie,sadness,454
bonnie,sadness,455
bonnie,sadness,456
bonnie,sadness,457
bonnie,sadness,458
bonnie,sadness,459
bonnie,sadness,46
bonnie,sadness,460
bonnie,sadness,461
bonnie,sadness,462
bonnie,sadness,463
bonnie,sadness,464
bonnie,sadness,465
bonnie,sadness,466
bonnie,sadness,467
bonnie,sadness,468
bonnie,sadness,469
bonnie,sadness,47
bonnie,sadness,470
bonnie,sadness,471
bonnie,sadness,472
bonnie,sadness,473
bonnie,sadness,474
bonnie,sadness,475
bonnie,sadness,476
bonnie,sadness,477
bonnie,sadness,478
bonnie,sadness,479
bonnie,sadness,48
bonnie,sadness,480
bonnie,sadness,481
bonnie,sadness,482
bonnie,sadness,483
bonnie,sadness,484
bonnie,sadness,485
bonnie,sadness,486
bonnie,sadness,487
bonnie,sadness,488
bonnie,sadness,489
bonnie,sadness,49
bonnie,sadness,490
bonnie,sadness,491
bonnie,sadness,492
bonnie,sadness,493
bonnie,sadness,494
bonnie,sadness,495
bonnie,sadness,496
bonnie,sadness,497
bonnie,sadness,498
bonnie,sadness,499
bonnie,sadness,5
bonnie,sadness,50
bonnie,sadness,500
bonnie,sadness,501
bonnie,sadness,502
bonnie,sadness,503
bonnie,sadness,504
bonnie,sadness,505
bonnie,sadness,506
bonnie,sadness,507
bonnie,sadness,508
bonnie,sadness,509
bonnie,sadness,51
bonnie,sadness,510
bonnie,sadness,511
bonnie,sadness,512
bonnie,sadness,513
bonnie,sadness,514
bonnie,sadness,515
bonnie,sadness,516
bonnie,sadness,517
bonnie,sadness,518
bonnie,sadness,519
bonnie,sadness,52
bonnie,sadness,520
bonnie,sadness,521
bonnie,sadness,522
bonnie,sadness,523
bonnie,sadness,524
bonnie,sadness,525
bonnie,sadness,526
bonnie,sadness,527
bonnie,sadness,528
bonnie,sadness,529
bonnie,sadness,53
bonnie,sadness,530
bonnie,sadness,531
bonnie,sadness,532
bonnie,sadness,533
bonnie,sadness,534
bonnie,sadness,535
bonnie,sadness,536
bonnie,sadness,537
bonnie,sadness,538
bonnie,sadness,539
bonnie,sadness,54
bonnie,sadness,540
bonnie,sadness,541
bonnie,sadness,542
bonnie,sadness,543
bonnie,sadness,544
bonnie,sadness,545
bonnie,sadness,546
bonnie,sadness,547
bonnie,sadness,548
bonnie,sadness,549
bonnie,sadness,55
bonnie,sadness,550
bonnie,sadness,551
bonnie,sadness,552
bonnie,sadness,553
bonnie,sadness,554
bonnie,sadness,555
bonnie,sadness,556
bonnie,sadness,557
bonnie,sadness,558
bonnie,sadness,559
bonnie,sadness,56
bonnie,sadness,560
bonnie,sadness,561
bonnie,sadness,562
bonnie,sadness,563
bonnie,sadness,564
bonnie,sadness,565
bonnie,sadness,566
bonnie,sadness,567
bonnie,sadness,568
bonnie,sadness,569
bonnie,sadness,57
bonnie,sadness,570
bonnie,sadness,571
bonnie,sadness,572
bonnie,sadness,573
bonnie,sadness,574
bonnie,sadness,575
bonnie,sadness,576
bonnie,sadness,577
bonnie,sadness,578
bonnie,sadness,579
bonnie,sadness,58
bonnie,sadness,580
bonnie,sadness,581
bonnie,sadness,582
bonnie,sadness,583
bonnie,sadness,584
bonnie,sadness,585
bonnie,sadness,586
bonnie,sadness,587
bonnie,sadness,588
bonnie,sadness,589
bonnie,sadness,59
bonnie,sadness,590
bonnie,sadness,591
bonnie,sadness,592
bonnie,sadness,593
bonnie,sadness,594
bonnie,sadness,595
bonnie,sadness,596
bonnie,sadness,597
bonnie,sadness,598
bonnie,sadness,599
bonnie,sadness,6
bonnie,sadness,60
bonnie,sadness,600
bonnie,sadness,601
bonnie,sadness,602
bonnie,sadness,603
bonnie,sadness,604
bonnie,sadness,605
bonnie,sadness,606
bonnie,sadness,607
bonnie,sadness,608
bonnie,sadness,609
bonnie,sadness,61
bonnie,sadness,610
bonnie,sadness,611
bonnie,sadness,612
bonnie,sadness,613
bonnie,sadness,614
bonnie,sadness,615
bonnie,sadness,616
bonnie,sadness,617
bonnie,sadness,618
bonnie,sadness,619
bonnie,sadness,62
bonnie,sadness,620
bonnie,sadness,621
bonnie,sadness,622
bonnie,sadness,623
bonnie,sadness,624
bonnie,sadness,625
bonnie,sadness,626
bonnie,sadness,627
bonnie,sadness,628
bonnie,sadness,629
bonnie,sadness,63
bonnie,sadness,630
bonnie,sadness,631
bonnie,sadness,632
bonnie,sadness,633
bonnie,sadness,634
bonnie,sadness,635
bonnie,sadness,636
bonnie,sadness,637
bonnie,sadness,638
bonnie,sadness,639
bonnie,sadness,64
bonnie,sadness,640
bonnie,sadness,641
bonnie,sadness,642
bonnie,sadness,643
bonnie,sadness,644
bonnie,sadness,645
bonnie,sadness,646
bonnie,sadness,647
bonnie,sadness,648
bonnie,sadness,649
bonnie,sadness,65
bonnie,sadness,650
bonnie,sadness,651
bonnie,sadness,652
bonnie,sadness,653
bonnie,sadness,654
bonnie,sadness,655
bonnie,sadness,656
bonnie,sadness,657
bonnie,sadness,658
bonnie,sadness,659
bonnie,sadness,66
bonnie,sadness,660
bonnie,sadness,661
bonnie,sadness,662
bonnie,sadness,663
bonnie,sadness,664
bonnie,sadness,665
bonnie,sadness,666
bonnie,sadness,667
bonnie,sadness,668
bonnie,sadness,669
bonnie,sadness,67
bonnie,sadness,670
bonnie,sadness,671
bonnie,sadness,672
bonnie,sadness,673
bonnie,sadness,674
bonnie,sadness,675
bonnie,sadness,676
bonnie,sadness,677
bonnie,sadness,678
bonnie,sadness,679
bonnie,sadness,68
bonnie,sadness,680
bonnie,sadness,681
bonnie,sadness,682
bonnie,sadness,683
bonnie,sadness,684
bonnie,sadness,685
bonnie,sadness,686
bonnie,sadness,687
bonnie,sadness,688
bonnie,sadness,689
bonnie,sadness,69
bonnie,sadness,690
bonnie,sadness,691
bonnie,sadness,692
bonnie,sadness,693
bonnie,sadness,694
bonnie,sadness,695
bonnie,sadness,696
bonnie,sadness,697
bonnie,sadness,698
bonnie,sadness,699
bonnie,sadness,7
bonnie,sadness,70
bonnie,sadness,700
bonnie,sadness,701
bonnie,sadness,702
bonnie,sadness,703
bonnie,sadness,704
bonnie,sadness,705
bonnie,sadness,706
